,Bronx_Fair,Bronx_Good,Bronx_Good_Perc,Bronx_Poor,Bronx_Total,Brooklyn_Fair,Brooklyn_Good,Brooklyn_Good_Perc,Brooklyn_Poor,Brooklyn_Total,Manhattan_Fair,Manhattan_Good,Manhattan_Good_Perc,Manhattan_Poor,Manhattan_Total,NYC,NYC_Fair,NYC_Good,NYC_Good_Perc,NYC_Poor,Queens_Fair,Queens_Good,Queens_Good_Perc,Queens_Poor,Queens_Total,Staten_Fair,Staten_Good,Staten_Good_Perc,Staten_Poor,Staten_Total
0,8271,52533,83.34,2231,63035,19866,114187,82.29,4707,138760,10060,40955,75.68,3099,54115,534514,78460,435306,81.44,20746,28357,160222,82.29,7406,195985,11906,67409,81.59,3303,82619
